영역,교재,페이지,등급,등급명,사고사례,등급사유
반도체제조,LM1903060203_14v3_박막확산_장비운영,74,2,형식적 언급,아니오,"안전 6건 [위험(3), 안전(1), 유의 사항(1), 주의(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060203_14v3_박막확산_장비운영,88,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 주의(3), 안전(1), 유의 사항(1)"
반도체제조,LM1903060203_14v3_박막확산_장비운영,91,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체제조,LM1903060203_14v3_박막확산_장비운영,101,2,형식적 언급,아니오,"안전 7건 [안전(2), 감전(2), 사고(1), 위험(1), 유의 사항(1)], 조치 1건 [차단(1)] (구체적 대책 미흡)"
반도체제조,LM1903060203_14v3_박막확산_장비운영,107,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 위험(1), 유의 사항(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,67,3,구체적 대책,아니오,"안전 45건 [안전(19), 주의(5), 사고(4), 화재(4), 유의 사항(4)] + 조치 11건 [방지(4), 예방(3), 차단(2), 안전관리(2)]"
반도체제조,LM1903060204_14v3_C_C_장비_운영,71,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060204_14v3_C_C_장비_운영,74,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060204_14v3_C_C_장비_운영,75,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,76,3,구체적 대책,아니오,"안전 7건 [진동(3), 사고(2), 안전(1), 위험(1)] + 조치 5건 [방지(4), 차단(1)]"
반도체제조,LM1903060204_14v3_C_C_장비_운영,77,2,형식적 언급,아니오,"안전 6건 [안전(4), 위험(1), 진동(1)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,78,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060204_14v3_C_C_장비_운영,82,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060204_14v3_C_C_장비_운영,83,2,형식적 언급,아니오,"안전 9건 [안전(3), 사고(2), 감전(1), 누출(1), 유의 사항(1)], 조치 2건 [방지(1), 차단(1)] (구체적 대책 미흡)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,92,2,형식적 언급,아니오,"안전 6건 [안전(2), 사고(1), 누출(1), 유의 사항(1), 주의(1)], 조치 1건 [방지(1)] (구체적 대책 미흡)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,97,2,형식적 언급,아니오,"안전 7건 [안전(3), 사고(2), MSDS(1), 유의 사항(1)], 조치 2건 [방지(1), 차단(1)] (구체적 대책 미흡)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,99,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체제조,LM1903060204_14v3_C_C_장비_운영,102,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,103,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 주의(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,104,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,105,1,미흡·없음,아니오,키워드 3건 (5건 이하): 안전(3)
반도체제조,LM1903060204_14v3_C_C_장비_운영,109,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,111,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 사고(1), 안전(1), 누출(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,114,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(3), 위험(1), 유의 사항(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,117,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060204_14v3_C_C_장비_운영,118,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 위험(1), 유의 사항(1)"
반도체제조,LM1903060204_14v3_C_C_장비_운영,119,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060204_14v3_C_C_장비_운영,120,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060205_14v3_MI_장비_운영,40,3,구체적 대책,아니오,"안전 12건 [안전(5), 진동(4), 유의 사항(2), 사고(1)] + 조치 5건 [차단(3), 방지(1), 마스크(1)]"
반도체제조,LM1903060205_14v3_MI_장비_운영,41,2,형식적 언급,아니오,"안전 9건 [진동(5), 사고(1), 안전(1), 위험(1), 주의(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060205_14v3_MI_장비_운영,42,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 진동(2), 먼지(1)"
반도체제조,LM1903060205_14v3_MI_장비_운영,45,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060205_14v3_MI_장비_운영,51,2,형식적 언급,아니오,"안전 6건 [사고(2), 안전(2), 감전(1), 유의 사항(1)], 조치 2건 [안전수칙(1), 마스크(1)] (구체적 대책 미흡)"
반도체제조,LM1903060205_14v3_MI_장비_운영,52,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 사고(1), 안전(1), 주의(1)"
반도체제조,LM1903060205_14v3_MI_장비_운영,67,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060205_14v3_MI_장비_운영,72,1,미흡·없음,아니오,키워드 1건 (5건 이하): 방사선(1)
반도체제조,LM1903060205_14v3_MI_장비_운영,75,1,미흡·없음,아니오,키워드 1건 (5건 이하): 소음(1)
반도체제조,LM1903060205_14v3_MI_장비_운영,76,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체제조,LM1903060205_14v3_MI_장비_운영,78,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체제조,LM1903060205_14v3_MI_장비_운영,79,2,형식적 언급,아니오,"안전 8건 [안전(4), 위험(1), 소음(1), 유의 사항(1), 주의(1)], 조치 4건 [안전장치(1), 차단(1), 착용(1), 안전화(1)] (구체적 대책 미흡)"
반도체제조,LM1903060209_14v3_반도체_품질관리,17,1,미흡·없음,아니오,키워드 1건 (5건 이하): 방사선(1)
반도체제조,LM1903060209_14v3_반도체_품질관리,19,1,미흡·없음,아니오,키워드 2건 (5건 이하): 소음(2)
반도체제조,LM1903060209_14v3_반도체_품질관리,20,1,미흡·없음,아니오,키워드 1건 (5건 이하): 소음(1)
반도체제조,LM1903060209_14v3_반도체_품질관리,27,2,형식적 언급,아니오,"안전 7건 [유해(3), 안전(2), 보건(2)], 조치 1건 [예방(1)] (구체적 대책 미흡)"
반도체제조,LM1903060209_14v3_반도체_품질관리,28,1,미흡·없음,아니오,키워드 1건 (5건 이하): 화학물질(1)
반도체제조,LM1903060209_14v3_반도체_품질관리,29,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체제조,LM1903060209_14v3_반도체_품질관리,31,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060209_14v3_반도체_품질관리,35,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 유해(4), 안전(1)"
반도체제조,LM1903060209_14v3_반도체_품질관리,39,1,미흡·없음,아니오,키워드 2건 (5건 이하): 위험(2)
반도체제조,LM1903060209_14v3_반도체_품질관리,44,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060209_14v3_반도체_품질관리,48,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 사고(1), 안전(1), 유해(1)"
반도체제조,LM1903060209_14v3_반도체_품질관리,52,2,형식적 언급,아니오,"안전 7건 [유해(3), 사고(2), 안전(2)], 조치 3건 [예방(3)] (구체적 대책 미흡)"
반도체제조,LM1903060209_14v3_반도체_품질관리,54,1,미흡·없음,아니오,키워드 1건 (5건 이하): 인화(1)
반도체제조,LM1903060209_14v3_반도체_품질관리,59,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060209_14v3_반도체_품질관리,66,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 작업환경(1), 유의 사항(1)"
반도체제조,LM1903060209_14v3_반도체_품질관리,68,1,미흡·없음,아니오,키워드 2건 (5건 이하): 안전(2)
반도체제조,LM1903060209_14v3_반도체_품질관리,71,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 사고(1), 안전(1)"
반도체제조,LM1903060210_14v3_반도체_생산성_향상,70,3,구체적 대책,아니오,"안전 16건 [안전(7), 유의 사항(4), 사고(2), 주의(2), 작업환경(1)] + 조치 5건 [예방(2), 환기(1), 격리(1), 마스크(1)]"
반도체제조,LM1903060210_14v3_반도체_생산성_향상,71,2,형식적 언급,아니오,"안전 6건 [안전(3), 유의 사항(3)], 조치 1건 [마스크(1)] (구체적 대책 미흡)"
반도체제조,LM1903060210_14v3_반도체_생산성_향상,75,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060210_14v3_반도체_생산성_향상,82,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060210_14v3_반도체_생산성_향상,90,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060210_14v3_반도체_생산성_향상,93,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,23,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(2), 위험(2), 유의 사항(1)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,31,2,형식적 언급,아니오,"안전 7건 [안전(3), 보건(1), MSDS(1), 물질안전보건자료(1), 유의 사항(1)], 조치 1건 [마스크(1)] (구체적 대책 미흡)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,32,2,형식적 언급,아니오,"안전 7건 [안전(3), 사고(2), 화재(1), 감전(1)], 조치 1건 [착용(1)] (구체적 대책 미흡)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,38,2,형식적 언급,아니오,"안전 10건 [안전(4), 사고(2), 보건(1), MSDS(1), 물질안전보건자료(1)], 조치 2건 [방지(1), 마스크(1)] (구체적 대책 미흡)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,39,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 위험(2)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,41,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 진동(1), 주의(1)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,49,2,형식적 언급,아니오,"안전 6건 [안전(3), 위험(2), 유의 사항(1)], 조치 4건 [마스크(2), 착용(1), 안전교육(1)] (구체적 대책 미흡)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,50,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,53,2,형식적 언급,아니오,"안전 6건 [안전(3), 위험(2), 유의 사항(1)], 조치 3건 [착용(1), 안전교육(1), 마스크(1)] (구체적 대책 미흡)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,59,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,60,2,형식적 언급,아니오,"안전 9건 [안전(4), 사고(2), 보건(1), MSDS(1), 물질안전보건자료(1)], 조치 2건 [방지(1), 착용(1)] (구체적 대책 미흡)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,69,3,구체적 대책,아니오,"안전 6건 [안전(3), 위험(2), 유의 사항(1)] + 조치 8건 [예방(6), 안전교육(1), 마스크(1)]"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,76,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(2), 위험(2), 유의 사항(1)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,77,1,미흡·없음,아니오,키워드 1건 (5건 이하): 소음(1)
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,79,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,80,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(2), 위험(2), 유의 사항(1)"
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,82,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060211_19v4_반도체_웨이퍼_레벨_테스트_장비_운영,83,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,112,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(2), 유의 사항(1)"
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,113,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유해(1), 유의 사항(1)"
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,122,3,구체적 대책,아니오,"안전 41건 [안전(14), 유의 사항(7), 주의(6), 사고(4), 위험(2)] + 조치 14건 [차단(9), 예방(2), 방지(1), 환기(1), 착용(1)]"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,17,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유의 사항(1), 주의(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,19,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 주의(3), 분진(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,22,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,32,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유의 사항(1), 주의(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,38,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 분진(1), 주의(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,42,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유의 사항(1), 주의(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,59,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,60,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,61,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 위험(2), 주의(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,69,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 주의(2), 진동(1), 먼지(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,73,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 안전(2), 주의(2), 유의 사항(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,84,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(2), 유의 사항(1), 주의(1)"
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,87,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,25,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,29,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,42,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,46,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,47,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,49,1,미흡·없음,아니오,키워드 2건 (5건 이하): 진동(2)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,50,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,57,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(1), 진동(1), 유의 사항(1), 주의(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,58,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,73,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 주의(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,78,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,80,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 위험(1), 주의(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,84,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,86,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 유의 사항(1), 주의(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,92,1,미흡·없음,아니오,키워드 1건 (5건 이하): 분진(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,105,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,107,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,117,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,119,1,미흡·없음,아니오,키워드 1건 (5건 이하): 분진(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,120,1,미흡·없음,아니오,키워드 1건 (5건 이하): 위험(1)
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,132,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,150,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 누출(1), 유의 사항(1)"
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,151,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,60,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 위험(1)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,80,3,구체적 대책,아니오,"안전 54건 [안전(19), 주의(10), 진동(9), 위험(6), 화학물질(4)] + 조치 16건 [방지(6), 대처(3), 환기(2), 차단(2), 예방(1)]"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,81,3,구체적 대책,아니오,"안전 35건 [안전(9), 위험(6), 폭발(4), 먼지(4), 사고(2)] + 조치 14건 [차단(10), 방지(2), 예방(1), 대피(1)]"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,82,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 폭발(2), 안전(1), 위험(1)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,84,2,형식적 언급,아니오,"안전 23건 [화학물질(7), 주의(5), 안전(4), 위험(4), 보호구(2)], 조치 3건 [착용(2), 방지(1)] (구체적 대책 미흡)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,85,2,형식적 언급,아니오,"안전 24건 [화학물질(11), 안전(4), 위험(3), 보호구(2), 주의(2)], 조치 3건 [착용(2), 안전관리(1)] (구체적 대책 미흡)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,86,2,형식적 언급,아니오,"안전 10건 [주의(3), 화학물질(2), 위험(2), 보호구(2), 안전(1)], 조치 3건 [착용(3)] (구체적 대책 미흡)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,87,2,형식적 언급,아니오,"안전 7건 [안전(3), 위험(1), 유해(1), 폭발(1), 유의 사항(1)], 조치 1건 [대피(1)] (구체적 대책 미흡)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,88,1,미흡·없음,아니오,키워드 2건 (5건 이하): 위험(2)
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,89,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 안전(1), 감전(1), 유의 사항(1), 주의(1)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,93,2,형식적 언급,아니오,"안전 6건 [안전(2), MSDS(2), 화학물질(1), 주의(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,94,1,미흡·없음,아니오,"키워드 5건 (5건 이하): MSDS(2), 화학물질(1), 안전(1), 주의(1)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,95,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,96,2,형식적 언급,아니오,"안전 37건 [안전(15), MSDS(10), 화학물질(5), 위험(5), 화재(1)], 조치 4건 [안전관리(4)] (구체적 대책 미흡)"
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,98,2,형식적 언급,아니오,"안전 7건 [안전(2), 보건(2), 화학물질(1), MSDS(1), 물질안전보건자료(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,14,1,미흡·없음,아니오,키워드 3건 (5건 이하): 먼지(3)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,15,1,미흡·없음,아니오,키워드 5건 (5건 이하): 먼지(5)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,16,2,형식적 언급,아니오,"안전 7건 [먼지(7)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,18,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 소음(1), 진동(1), 먼지(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,19,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 안전(1), 먼지(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,20,2,형식적 언급,아니오,"안전 9건 [먼지(4), 안전(1), 보건(1), 소음(1), 진동(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,21,2,형식적 언급,아니오,"안전 9건 [안전(3), 유의 사항(2), 위험(1), 유해(1), 폭발(1)], 조치 1건 [대피(1)] (구체적 대책 미흡)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,22,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,24,1,미흡·없음,아니오,"키워드 4건 (5건 이하): 주의(3), 분진(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,28,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 화학물질(1), 진동(1), 주의(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,29,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 소음(1), 진동(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,31,1,미흡·없음,아니오,키워드 2건 (5건 이하): 분진(2)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,32,2,형식적 언급,아니오,"안전 7건 [안전(2), 주의(2), 화재(1), 누출(1), 분진(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,33,1,미흡·없음,아니오,키워드 1건 (5건 이하): 소음(1)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,34,2,형식적 언급,아니오,"안전 7건 [분진(4), 소음(1), 진동(1), 먼지(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,36,2,형식적 언급,아니오,"안전 9건 [소음(4), 안전(1), 보건(1), 진동(1), 먼지(1)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,37,2,형식적 언급,아니오,"안전 8건 [안전(3), 위험(1), 유해(1), 폭발(1), 작업환경(1)], 조치 1건 [대피(1)] (구체적 대책 미흡)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,42,2,형식적 언급,아니오,"안전 11건 [소음(11)], 구체적 조치 언급 없음"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,43,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 소음(1), 주의(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,44,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,49,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 안전(1), 소음(1), 먼지(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,50,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 화학물질(1), 보건(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,53,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,54,2,형식적 언급,아니오,"안전 14건 [안전(4), 유의 사항(2), 보건(1), 위험(1), 유해(1)], 조치 1건 [대피(1)] (구체적 대책 미흡)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,55,1,미흡·없음,아니오,"키워드 5건 (5건 이하): 분진(2), 화학물질(1), 진동(1), 주의(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,56,2,형식적 언급,아니오,"안전 6건 [화학물질(1), 안전(1), 보건(1), 화재(1), 소음(1)], 조치 3건 [방지(1), 환기(1), 차단(1)] (구체적 대책 미흡)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,57,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 진동(1), 주의(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,59,1,미흡·없음,아니오,"키워드 3건 (5건 이하): 소음(1), 진동(1), 주의(1)"
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,62,1,미흡·없음,아니오,키워드 1건 (5건 이하): 안전(1)
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,63,1,미흡·없음,아니오,키워드 1건 (5건 이하): 먼지(1)
