영역,교재,페이지,등급,등급명,사고사례,등급사유,상태,출처,md자수,pdf자수,구라벨
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,43,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 구체적 조치 언급 없음",resolved,text,354,356,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,55,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 조치 1건 [착용(1)]",resolved,text,446,419,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,57,1,미흡·없음,아니오,"안전 4건 [안전(2), 유의 사항(2)], 조치 1건 [예방(1)]",resolved,text,385,392,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,58,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,632,492,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,66,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,498,501,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,77,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,352,315,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,89,1,미흡·없음,아니오,"안전 3건 [위험(1), 사고(1), 화재(1)], 조치 3건 [예방(2), 방지(1)]",resolved,text,536,539,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,92,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 조치 1건 [예방(1)]",resolved,text,376,387,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,101,2,형식적 언급,아니오,"안전 9건 [화재(4), 감전(4), 위험(1)], 조치 4건 [차단(3), 대처(1)]",resolved,text,638,641,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,103,2,형식적 언급,아니오,"안전 15건 [위험(3), 화재(3), 안전(2), 감전(2), 유의 사항(1)], 조치 1건 [차단(1)]",resolved,text,477,499,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,105,1,미흡·없음,아니오,"안전 1건 [누출(1)], 구체적 조치 언급 없음",resolved,text,211,227,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,106,1,미흡·없음,아니오,"안전 1건 [누출(1)], 구체적 조치 언급 없음",resolved,text,260,219,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,111,1,미흡·없음,아니오,"안전 2건 [안전(1), 누출(1)], 조치 2건 [방지(1), 안전장치(1)]",resolved,text,551,580,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,112,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,379,383,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,120,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 3건 [안전장치(2), 예방(1)]",resolved,text,486,357,122
반도체제조,LM1903060212_19v4_반도체_패키지_레벨_테스트_장비_운영,122,1,미흡·없음,아니오,"안전 3건 [소음(3)], 조치 1건 [예방(1)]",resolved,text,522,472,122
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,17,1,미흡·없음,아니오,"안전 4건 [안전(2), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,488,490,17
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,18,1,미흡·없음,아니오,"안전 4건 [주의(3), 분진(1)], 조치 1건 [방지(1)]",resolved,text,904,606,19
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,19,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,513,801,19
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,21,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,1113,1075,22
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,22,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,676,892,22
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,31,1,미흡·없음,아니오,"안전 4건 [안전(2), 주의(1), 유의 사항(1)], 조치 2건 [방지(1), 대처(1)]",resolved,text,1047,239,32
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,37,1,미흡·없음,아니오,"안전 2건 [주의(1), 분진(1)], 조치 1건 [방지(1)]",resolved,text,740,736,38
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,42,1,미흡·없음,아니오,"안전 4건 [안전(2), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,518,503,42
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,59,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,566,321,59;60
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,61,1,미흡·없음,아니오,"안전 3건 [위험(2), 주의(1)], 구체적 조치 언급 없음",resolved,text,556,366,61
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,68,1,미흡·없음,아니오,"안전 4건 [주의(2), 진동(1), 먼지(1)], 조치 1건 [예방(1)]",resolved,text,754,817,69
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,72,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,229,231,73
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,73,1,미흡·없음,아니오,"안전 2건 [주의(2)], 구체적 조치 언급 없음",resolved,text,328,312,73
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,83,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,232,234,84
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,84,1,미흡·없음,아니오,"안전 2건 [주의(2)], 구체적 조치 언급 없음",resolved,text,457,442,84
반도체제조,LM1903060213_19v4_반도체_패키징_전공정_장비_운영,87,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,590,558,87
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,19,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,688,281,25
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,29,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,420,423,29
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,41,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,505,481,42
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,42,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,352,388,42
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,46,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,479,482,46
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,47,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,480,489,47
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,49,1,미흡·없음,아니오,"안전 3건 [진동(3)], 구체적 조치 언급 없음",resolved,text,592,368,49;50
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,50,1,미흡·없음,아니오,키워드 1건 (5건 이하): 진동(1),resolved,label,0,229,50
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,56,1,미흡·없음,아니오,"안전 4건 [안전(1), 주의(1), 유의 사항(1), 진동(1)], 구체적 조치 언급 없음",resolved,text,554,580,57
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,57,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,510,709,58
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,73,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,488,474,73
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,78,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 구체적 조치 언급 없음",resolved,text,904,626,78
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,80,1,미흡·없음,아니오,"안전 2건 [위험(1), 주의(1)], 구체적 조치 언급 없음",resolved,text,291,305,80
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,83,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,377,543,84
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,85,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,788,365,86
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,92,1,미흡·없음,아니오,"안전 1건 [분진(1)], 구체적 조치 언급 없음",resolved,text,477,460,92
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,104,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,447,451,105
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,107,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,352,373,107
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,116,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,347,431,117
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,118,1,미흡·없음,아니오,"안전 1건 [분진(1)], 구체적 조치 언급 없음",resolved,text,481,531,119
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,120,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,891,894,120
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,132,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,325,336,132
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,144,1,미흡·없음,아니오,"안전 1건 [누출(1)], 구체적 조치 언급 없음",resolved,text,689,776,150
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,145,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,594,598,150
반도체제조,LM1903060214_19v4_반도체_패키징_후공정장비_운영,151,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,162,156,151
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,10,1,미흡·없음,아니오,"안전 4건 [안전(3), 위험(1)], 조치 1건 [안전관리(1)]",resolved,text,528,325,60;80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,11,2,형식적 언급,아니오,"안전 7건 [안전(4), 위험(1), MSDS(1), 화학물질(1)], 조치 1건 [안전관리(1)]",resolved,text,364,184,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,14,1,미흡·없음,아니오,"안전 2건 [안전(2)], 구체적 조치 언급 없음",resolved,text,665,651,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,16,1,미흡·없음,아니오,"안전 3건 [먼지(2), 위험(1)], 조치 1건 [환기(1)]",resolved,text,765,760,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,21,1,미흡·없음,아니오,"안전 3건 [화학물질(3)], 구체적 조치 언급 없음",resolved,text,452,455,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,22,2,형식적 언급,아니오,"안전 7건 [안전(3), 위험(3), 유의 사항(1)], 조치 1건 [대피(1)]",resolved,text,361,305,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,23,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 사고(1)], 조치 2건 [방지(1), 예방(1)]",resolved,text,636,690,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,26,2,형식적 언급,아니오,"안전 6건 [진동(6)], 조치 2건 [방지(2)]",resolved,text,764,766,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,27,1,미흡·없음,아니오,"안전 2건 [주의(1), 진동(1)], 조치 1건 [방지(1)]",resolved,text,601,604,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,28,2,형식적 언급,아니오,"안전 9건 [주의(7), 안전(1), 위험(1)], 조치 1건 [차단(1)]",resolved,text,555,558,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,31,1,미흡·없음,아니오,"안전 2건 [진동(2)], 조치 2건 [대처(2)]",resolved,text,508,515,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,32,1,미흡·없음,아니오,"안전 4건 [안전(4)], 구체적 조치 언급 없음",resolved,text,426,388,80
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,33,1,미흡·없음,아니오,"안전 4건 [안전(3), 주의(1)], 구체적 조치 언급 없음",resolved,text,392,386,80;96
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,40,1,미흡·없음,아니오,"안전 1건 [화학물질(1)], 구체적 조치 언급 없음",resolved,text,1504,1076,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,42,1,미흡·없음,아니오,"안전 4건 [위험(2), 폭발(2)], 구체적 조치 언급 없음",resolved,text,988,853,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,46,2,형식적 언급,아니오,"안전 11건 [안전(5), 위험(1), 유의 사항(1), 유해(1), 보건(1)], 구체적 조치 언급 없음",resolved,text,218,203,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,47,1,미흡·없음,아니오,"안전 4건 [먼지(2), 안전(1), 분진(1)], 조치 3건 [방지(1), 차단(1), 대피(1)]",resolved,text,850,853,80;81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,48,1,미흡·없음,아니오,"안전 3건 [먼지(2), 사고(1)], 조치 2건 [차단(2)]",resolved,text,800,801,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,50,2,형식적 언급,아니오,"안전 10건 [안전(3), 위험(3), 주의(1), 유의 사항(1), 유해(1)], 구체적 조치 언급 없음",resolved,text,345,410,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,60,2,형식적 언급,아니오,"안전 7건 [안전(3), 위험(1), 유의 사항(1), 유해(1), 폭발(1)], 조치 1건 [대피(1)]",resolved,text,512,307,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,63,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 1건 [대처(1)]",resolved,text,536,548,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,64,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 1건 [대처(1)]",resolved,text,508,505,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,65,1,미흡·없음,아니오,"안전 3건 [사고(2), 안전(1)], 조치 2건 [예방(2)]",resolved,text,675,491,81;96
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,66,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 2건 [착용(2)]",resolved,text,542,579,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,67,2,형식적 언급,아니오,"안전 51건 [화학물질(11), 안전(10), MSDS(10), 위험(5), 유해(5)], 조치 2건 [안전관리(2)]",resolved,text,926,731,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,68,1,미흡·없음,아니오,"안전 1건 [MSDS(1)], 구체적 조치 언급 없음",resolved,text,12,175,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,69,2,형식적 언급,아니오,"안전 40건 [유해(10), 위험(8), MSDS(7), 화학물질(5), 안전(3)], 조치 2건 [예방(2)]",resolved,text,785,363,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,70,3,구체적 대책,아니오,"안전 54건 [화학물질(13), 유해(12), 위험(5), MSDS(4), 안전(3)], 조치 6건 [방지(1), 예방(1), 안전관리(1), 대처(1), 응급조치(1)]",resolved,text,1343,784,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,71,2,형식적 언급,아니오,"안전 6건 [안전(2), MSDS(2), 보건(2)], 구체적 조치 언급 없음",resolved,text,81,83,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,72,2,형식적 언급,아니오,"안전 11건 [안전(3), 위험(3), 화학물질(2), 보호구(2), 유해(1)], 조치 3건 [착용(1), 대처(1), 안전교육(1)]",resolved,text,962,828,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,73,2,형식적 언급,아니오,"안전 15건 [위험(5), 보호구(4), 안전(3), 화학물질(3)], 조치 2건 [착용(2)]",resolved,text,794,930,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,74,2,형식적 언급,아니오,"안전 6건 [위험(3), 안전(2), 보호구(1)], 조치 4건 [차단(2), 방지(1), 착용(1)]",resolved,text,488,484,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,75,1,미흡·없음,아니오,"안전 4건 [안전(1), 주의(1), 유의 사항(1), 감전(1)], 조치 1건 [차단(1)]",resolved,text,544,540,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,80,1,미흡·없음,아니오,"안전 5건 [안전(1), 위험(1), 누출(1), 폭발(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,446,439,80;81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,81,1,미흡·없음,아니오,"안전 5건 [폭발(2), 안전(1), 위험(1), 누출(1)], 조치 2건 [차단(1), 안전장치(1)]",resolved,text,678,684,81
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,82,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,685,899,82
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,83,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,636,395,84
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,84,3,구체적 대책,아니오,"안전 34건 [화학물질(11), 안전(7), 위험(5), 주의(5), 보호구(3)], 조치 5건 [착용(3), 방지(1), 안전관리(1)]",resolved,text,724,796,84;85
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,85,2,형식적 언급,아니오,"안전 21건 [화학물질(9), 주의(5), 위험(3), 보호구(3), 안전(1)], 조치 4건 [착용(4)]",resolved,text,483,415,85;86
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,86,2,형식적 언급,아니오,"안전 8건 [안전(3), 위험(2), 유의 사항(1), 유해(1), 폭발(1)], 조치 1건 [대피(1)]",resolved,text,403,397,81;86;87
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,88,1,미흡·없음,아니오,"안전 4건 [위험(2), 안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,478,454,88
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,89,1,미흡·없음,아니오,"안전 2건 [주의(1), 감전(1)], 조치 1건 [차단(1)]",resolved,text,666,677,89
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,93,2,형식적 언급,아니오,"안전 11건 [MSDS(4), 안전(3), 주의(2), 화학물질(2)], 구체적 조치 언급 없음",resolved,text,471,487,93;94
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,94,2,형식적 언급,아니오,"안전 14건 [안전(6), 위험(3), MSDS(2), 폭발(1), 화재(1)], 조치 2건 [안전관리(2)]",resolved,text,817,229,95;96
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,95,2,형식적 언급,아니오,"안전 14건 [안전(5), MSDS(5), 화학물질(3), 위험(1)], 조치 1건 [안전관리(1)]",resolved,text,546,526,96
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,96,2,형식적 언급,아니오,"안전 10건 [안전(5), MSDS(3), 위험(1), 화학물질(1)], 조치 1건 [안전관리(1)]",resolved,text,531,589,96
반도체제조,LM1903060215_19v4_반도체_유틸리티_운영,98,2,형식적 언급,아니오,"안전 7건 [안전(2), 보건(2), MSDS(1), 화학물질(1), 물질안전보건자료(1)], 구체적 조치 언급 없음",resolved,text,400,425,98
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,14,2,형식적 언급,아니오,"안전 6건 [먼지(6)], 조치 1건 [방지(1)]",resolved,text,626,630,14;15
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,15,2,형식적 언급,아니오,"안전 8건 [먼지(8)], 구체적 조치 언급 없음",resolved,text,522,478,15;16
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,16,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 구체적 조치 언급 없음",resolved,text,1466,862,16
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,18,1,미흡·없음,아니오,"안전 3건 [진동(1), 먼지(1), 소음(1)], 구체적 조치 언급 없음",resolved,text,518,520,18
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,19,1,미흡·없음,아니오,"안전 5건 [먼지(4), 안전(1)], 구체적 조치 언급 없음",resolved,text,278,279,19;20
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,20,2,형식적 언급,아니오,"안전 15건 [안전(4), 유의 사항(2), 위험(1), 유해(1), 진동(1)], 조치 1건 [대피(1)]",resolved,text,415,417,20;21;54;66
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,22,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 구체적 조치 언급 없음",resolved,text,582,616,22
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,23,1,미흡·없음,아니오,"안전 4건 [주의(3), 분진(1)], 조치 1건 [환기(1)]",resolved,text,819,641,24
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,27,1,미흡·없음,아니오,"안전 4건 [유의 사항(2), 주의(1), 진동(1)], 구체적 조치 언급 없음",resolved,text,632,630,28
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,28,1,미흡·없음,아니오,"안전 1건 [화학물질(1)], 구체적 조치 언급 없음",resolved,text,208,663,28
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,29,1,미흡·없음,아니오,"안전 2건 [진동(1), 소음(1)], 조치 1건 [환기(1)]",resolved,text,517,450,29
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,30,1,미흡·없음,아니오,"안전 2건 [유의 사항(1), 분진(1)], 조치 1건 [환기(1)]",resolved,text,788,764,31
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,31,2,형식적 언급,아니오,"안전 8건 [안전(2), 주의(2), 분진(2), 누출(1), 화재(1)], 구체적 조치 언급 없음",resolved,text,387,389,31;32
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,33,2,형식적 언급,아니오,"안전 25건 [소음(6), 안전(4), 분진(4), 진동(2), 먼지(2)], 조치 1건 [대피(1)]",resolved,text,3484,438,33;34;36;37
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,34,2,형식적 언급,아니오,"안전 7건 [분진(4), 소음(1), 진동(1), 먼지(1)], 구체적 조치 언급 없음",resolved,label,0,599,34
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,40,1,미흡·없음,아니오,"안전 2건 [소음(2)], 구체적 조치 언급 없음",resolved,text,362,601,42
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,42,2,형식적 언급,아니오,"안전 12건 [소음(10), 주의(1), 먼지(1)], 구체적 조치 언급 없음",resolved,text,1697,627,42;43;44
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,48,1,미흡·없음,아니오,"안전 3건 [안전(1), 먼지(1), 소음(1)], 구체적 조치 언급 없음",resolved,text,738,582,49
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,49,3,구체적 대책,아니오,"안전 29건 [안전(5), 진동(5), 보건(3), 화학물질(3), 유의 사항(2)], 조치 5건 [방지(2), 환기(1), 차단(1), 대피(1)]",resolved,text,4392,647,49;50;53;54;55;56;57;66;95
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,50,1,미흡·없음,아니오,"키워드 2건 (5건 이하): 화학물질(1), 보건(1)",resolved,label,0,324,50
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,59,1,미흡·없음,아니오,"안전 3건 [주의(1), 진동(1), 소음(1)], 조치 4건 [환기(4)]",resolved,text,1176,826,59
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,62,1,미흡·없음,아니오,"안전 2건 [안전(1), 먼지(1)], 조치 1건 [예방(1)]",resolved,text,390,502,62;63
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,64,1,미흡·없음,아니오,"안전 3건 [먼지(3)], 조치 1건 [방지(1)]",resolved,text,228,230,64;66
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,65,2,형식적 언급,아니오,"안전 15건 [안전(4), 유의 사항(2), 진동(2), 위험(1), 유해(1)], 조치 1건 [대피(1)]",resolved,text,489,475,66;67;74
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,66,1,미흡·없음,아니오,"안전 2건 [유해(1), 누출(1)], 구체적 조치 언급 없음",resolved,text,551,525,67
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,67,1,미흡·없음,아니오,"안전 1건 [먼지(1)], 조치 1건 [차단(1)]",resolved,text,745,814,68
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,71,1,미흡·없음,아니오,"안전 3건 [유해(2), 화학물질(1)], 조치 12건 [방지(7), 환기(4), 차단(1)]",resolved,text,685,682,71
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,72,3,구체적 대책,아니오,"안전 9건 [먼지(6), 주의(2), 분진(1)], 조치 5건 [방지(4), 환기(1)]",resolved,text,789,786,72
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,74,2,형식적 언급,아니오,"안전 13건 [안전(3), 유의 사항(2), 위험(1), 유해(1), 보건(1)], 조치 4건 [방지(4)]",resolved,text,463,464,74;75
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,75,3,구체적 대책,아니오,"안전 9건 [먼지(5), 주의(3), 분진(1)], 조치 6건 [방지(3), 환기(2), 착용(1)]",resolved,text,931,724,75;76
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,76,1,미흡·없음,아니오,"안전 2건 [주의(1), 분진(1)], 구체적 조치 언급 없음",resolved,text,652,864,76
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,80,1,미흡·없음,아니오,"안전 3건 [주의(2), 안전(1)], 구체적 조치 언급 없음",resolved,text,689,691,81
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,81,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 보건(1)], 조치 1건 [방지(1)]",resolved,text,748,712,81
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,82,1,미흡·없음,아니오,"안전 1건 [분진(1)], 구체적 조치 언급 없음",resolved,text,502,777,83
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,83,1,미흡·없음,아니오,"안전 3건 [주의(2), 분진(1)], 구체적 조치 언급 없음",resolved,text,931,671,83
