영역,교재,페이지,등급,등급명,사고사례,등급사유,상태,출처,md자수,pdf자수,구라벨
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,84,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,463,445,84
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,87,1,미흡·없음,아니오,"안전 2건 [사고(1), 먼지(1)], 조치 1건 [방지(1)]",resolved,text,696,698,87
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,91,1,미흡·없음,아니오,"안전 3건 [주의(2), 안전(1)], 조치 2건 [예방(1), 착용(1)]",resolved,text,1025,509,91
반도체제조,LM1903060216_19v4_반도체_클린룸_시설_운영,96,1,미흡·없음,아니오,"안전 5건 [유해(3), 먼지(2)], 조치 3건 [착용(1), 환기(1), 차단(1)]",resolved,text,1105,1011,97
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,19,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,313,335,18
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,24,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,643,645,23
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,26,1,미흡·없음,아니오,"안전 1건 [위험(1)], 구체적 조치 언급 없음",resolved,text,563,539,26
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,28,1,미흡·없음,아니오,"안전 4건 [안전(1), 위험(1), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,283,316,28
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,30,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,334,349,30
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,38,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,2348,892,41
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,46,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,312,339,60
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,47,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,299,302,46
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,50,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 조치 1건 [마스크(1)]",resolved,text,387,418,50
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,57,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,581,578,57
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,59,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,337,340,65
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,68,1,미흡·없음,아니오,"안전 4건 [안전(2), 사고(1), 누출(1)], 조치 1건 [마스크(1)]",resolved,text,671,616,69
반도체장비,LM1903060301_18v2_반도체_장비_콘셉트_설계,70,2,형식적 언급,아니오,"안전 6건 [안전(3), 유의사항(1), 사고(1), 누출(1)], 조치 1건 [마스크(1)]",resolved,text,664,395,71
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,11,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 2건 [안전관리(2)]",resolved,text,188,180,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,13,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 1건 [안전교육(1)]",resolved,text,395,390,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,17,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,551,547,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,18,1,미흡·없음,아니오,"안전 1건 [진동(1)], 조치 2건 [방지(1), 마스크(1)]",resolved,text,496,485,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,26,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,349,335,67
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,27,3,구체적 대책,아니오,"안전 7건 [안전(4), 끼임(2), 주의(1)], 조치 6건 [마스크(5), 안전조치(1)]",resolved,text,677,696,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,28,1,미흡·없음,아니오,"안전 4건 [안전(4)], 조치 4건 [마스크(3), 안전조치(1)]",resolved,text,731,711,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,29,1,미흡·없음,아니오,"안전 4건 [안전(4)], 조치 2건 [마스크(2)]",resolved,text,900,816,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,30,3,구체적 대책,아니오,"안전 6건 [안전(6)], 조치 9건 [마스크(6), 안전장치(3)]",resolved,text,691,707,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,31,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,91,84,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,34,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 1건 [마스크(1)]",resolved,text,788,648,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,35,1,미흡·없음,아니오,"안전 2건 [진동(2)], 구체적 조치 언급 없음",resolved,text,814,812,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,36,2,형식적 언급,아니오,"안전 7건 [진동(7)], 구체적 조치 언급 없음",resolved,text,882,873,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,37,1,미흡·없음,아니오,"안전 2건 [안전(1), 진동(1)], 구체적 조치 언급 없음",resolved,text,265,270,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,38,1,미흡·없음,아니오,"안전 2건 [진동(2)], 구체적 조치 언급 없음",resolved,text,504,595,57
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,42,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,238,200,58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,43,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,586,578,58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,47,1,미흡·없음,아니오,"안전 1건 [진동(1)], 구체적 조치 언급 없음",resolved,text,156,151,58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,48,1,미흡·없음,아니오,"안전 4건 [진동(4)], 구체적 조치 언급 없음",resolved,text,327,280,58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,49,1,미흡·없음,아니오,"안전 3건 [진동(3)], 구체적 조치 언급 없음",resolved,text,175,196,58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,52,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,499,503,58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,57,1,미흡·없음,아니오,"안전 3건 [안전(2), 위험(1)], 구체적 조치 언급 없음",resolved,text,496,487,57;58
반도체장비,LM1903060302_18v2_반도체_장비_주요부_기구_설계,71,1,미흡·없음,아니오,"안전 3건 [안전(2), 위험(1)], 구체적 조치 언급 없음",resolved,text,392,358,71
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,18,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,705,666,18
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,19,1,미흡·없음,아니오,"안전 1건 [인화(1)], 구체적 조치 언급 없음",resolved,text,1120,856,19
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,21,1,미흡·없음,아니오,"안전 2건 [주의(1), 진동(1)], 구체적 조치 언급 없음",resolved,text,498,499,21
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,23,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,628,539,23
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,26,1,미흡·없음,아니오,"안전 2건 [안전(1), 진동(1)], 조치 1건 [방지(1)]",resolved,text,425,215,26;27
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,29,1,미흡·없음,아니오,"안전 3건 [안전(1), 주의(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,573,594,28;29
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,48,1,미흡·없음,아니오,"안전 0건 [], 조치 3건 [방지(3)]",resolved,text,826,836,48
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,53,1,미흡·없음,아니오,"안전 3건 [위험(2), 안전(1)], 구체적 조치 언급 없음",resolved,text,518,455,53
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,55,1,미흡·없음,아니오,"안전 1건 [안전(1)], 조치 3건 [방지(3)]",resolved,text,799,801,55
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,65,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,602,591,65
반도체장비,LM1903060303_18v2_반도체_장비_주변부_기구_설계,67,1,미흡·없음,아니오,"안전 2건 [안전(1), 위험(1)], 구체적 조치 언급 없음",resolved,text,393,386,67
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,25,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,664,667,25;52
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,35,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,206,199,35
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,48,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,753,738,48
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,51,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,347,375,64
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,57,1,미흡·없음,아니오,"안전 5건 [안전(2), 누출(2), 사고(1)], 조치 4건 [차단(2), 방지(1), 예방(1)]",resolved,text,786,784,57;58
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,61,1,미흡·없음,아니오,"안전 1건 [사망(1)], 구체적 조치 언급 없음",resolved,text,6509,731,62
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,71,1,미흡·없음,아니오,"안전 3건 [주의(2), 안전(1)], 구체적 조치 언급 없음",resolved,text,407,395,72
반도체장비,LM1903060305_18v2_반도체_장비_시스템_소프트웨어_개발,75,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,1339,1336,75
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,16,1,미흡·없음,아니오,"안전 2건 [안전(1), 사고(1)], 조치 1건 [차단(1)]",resolved,text,317,300,17
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,21,2,형식적 언급,아니오,"안전 6건 [안전(4), 위험(1), 사고(1)], 구체적 조치 언급 없음",resolved,text,747,719,21
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,22,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 1건 [차단(1)]",resolved,text,284,298,22
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,30,3,구체적 대책,아니오,"안전 14건 [감전(6), 주의(3), 사고(2), 화재(2), 위험(1)], 조치 17건 [차단(15), 방지(2)]",resolved,text,827,586,30;31
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,35,1,미흡·없음,아니오,"안전 2건 [안전(1), 주의(1)], 조치 3건 [방지(2), 차단(1)]",resolved,text,632,603,36
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,36,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text-fallback,380,346,36
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,37,1,미흡·없음,아니오,"안전 1건 [소음(1)], 조치 2건 [차단(2)]",resolved,text,251,235,37
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,38,1,미흡·없음,아니오,"안전 0건 [], 조치 3건 [차단(3)]",resolved,text,345,291,37
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,41,1,미흡·없음,아니오,"안전 4건 [안전(3), 유의 사항(1)], 조치 2건 [차단(2)]",resolved,text,318,303,22;41
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,44,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,756,399,45
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,45,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,362,762,46
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,46,2,형식적 언급,아니오,"안전 24건 [안전(10), 위험(7), 보건(6), 사망(1)], 구체적 조치 언급 없음",resolved,text,955,777,46;47
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,47,2,형식적 언급,아니오,"안전 16건 [위험(11), 안전(4), 화재(1)], 조치 2건 [차단(1), 격리(1)]",resolved,text,1027,803,47;48
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,48,1,미흡·없음,아니오,"안전 3건 [유해(2), 화학물질(1)], 구체적 조치 언급 없음",resolved,text,877,1069,48
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,49,2,형식적 언급,아니오,"안전 8건 [안전(3), 소음(3), 사고(1), 방사선(1)], 조치 1건 [예방(1)]",resolved,text,864,310,49;50
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,50,1,미흡·없음,아니오,"안전 0건 [], 구체적 조치 언급 없음",resolved,text,463,968,49;50
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,61,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,222,232,61
반도체장비,LM1903060307_18v2_반도체_장비_전장_설계,65,1,미흡·없음,아니오,"안전 1건 [안전(1)], 구체적 조치 언급 없음",resolved,text,857,419,65
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,17,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,2088,385,18;75
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,18,1,미흡·없음,아니오,"안전 3건 [안전(1), 유의 사항(1), 사고(1)], 구체적 조치 언급 없음",resolved,text,396,559,74
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,35,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,605,543,74
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,42,1,미흡·없음,아니오,"안전 2건 [안전(1), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,1796,392,75
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,43,1,미흡·없음,아니오,"안전 3건 [안전(1), 위험(1), 유의 사항(1)], 조치 2건 [격리(1), 조치사항(1)]",resolved,text,584,424,75
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,54,1,미흡·없음,아니오,"안전 3건 [안전(2), 유의 사항(1)], 구체적 조치 언급 없음",resolved,text,1093,546,75
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,58,1,미흡·없음,아니오,"안전 2건 [먼지(1), 부상(1)], 조치 2건 [방지(1), 격리(1)]",resolved,text,719,668,75
반도체장비,LM1903060308_18v2_반도체_장비_생산_외주관리,59,1,미흡·없음,아니오,"안전 2건 [안전(2)], 조치 2건 [방지(2)]",resolved,text,575,632,75
